                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                             co_core_mass                             fe_core_mass                   neutron_rich_core_mass                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                     msun                                     rsun                                     lsun 
                                     250                                      850                  4.0000000000000000E+000                  1.4000000000000005E-002                  1.4172737795830518E+008                  1.7440540506698755E+006                  1.3077533168103984E+004                  4.0602494617882581E+002                  3.9253452364408754E+000                 -4.2375610658972542E+000                  2.4206838779859255E-001                  3.3462149179689262E-008                  7.4435137196919043E-001                  7.7757001143668569E-005                  8.4038551071803566E-003                  3.3456201568358301E-004                  1.2006630031417998E-003                  4.0000000000000000E+000                  0.0000000000000000E+000                  2.4072281986562927E+000                  2.4604528554916344E-004                  1.5369165102834292E+000                  4.8084672275265535E-003                  1.3827398017286953E-002                  1.7688348089050298E-002                  4.8251737816724042E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.8917402813755514E+004                  2.3641243393567973E+005                  9.8516114284226209E+007                  4.0658050268147889E+002                  4.0658005588982292E+002                  3.7811555279990293E-032                  2.7758741752681821E+001                  5.0000000000000000E+001                  1.0000000000000000E+003                  4.4725759026570115E+015                               "r23.05.1"                               "gfortran"                                 "12.1.0"                    "x86_64-linux-22.6.1"                                 "CRMATH"                               "20230814"                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                       pp                                      cno                                tri_alpha                              mixing_type                                log_D_mix                                 brunt_N2                  brunt_N2_structure_term                brunt_N2_composition_term 
                                       1                  4.0000000000000000E+000                  5.9387785921824621E-001                  4.1182413311579404E+000                 -9.3670452759254541E+000                  2.8845683071259454E+000                  7.1006787918108649E-001                  2.7604080683674354E-001                  1.3891313982169917E-002                  1.4917038461814686E-029                  0.0000000000000000E+000                  0.0000000000000000E+000                                        7                  1.3846709974440575E+001                  5.4527155904349899E-006                  5.4527155904349899E-006                  0.0000000000000000E+000 
                                       2                  3.9999999999970002E+000                  5.9385428796591877E-001                  4.1211252605943818E+000                 -9.3477559712543243E+000                  2.9058354513577505E+000                  7.1006787918108649E-001                  2.7604080683674354E-001                  1.3891313982169917E-002                  1.5594530578005858E-029                  0.0000000000000000E+000                  0.0000000000000000E+000                                        7                  1.3846709974440575E+001                  5.2764812688619615E-006                  5.2764812688619615E-006                  0.0000000000000000E+000 
                                       3                  3.9999999999949063E+000                  5.9383854973597139E-001                  4.1235170251570139E+000                 -9.3323701899985085E+000                  2.9229408863708883E+000                  7.1006787918108649E-001                  2.7604080683674354E-001                  1.3891313982169917E-002                  1.6156913749734413E-029                  0.0000000000000000E+000                  0.0000000000000000E+000                                        7                  1.3830915328581952E+001                  5.0373617817623665E-006                  5.0373617817623665E-006                  0.0000000000000000E+000 
                                       4                  3.9999999999927187E+000                  5.9382267740326422E-001                  4.1259265301859802E+000                 -9.3173518295479703E+000                  2.9397539472163059E+000                  7.1006787918108649E-001                  2.7604080683674354E-001                  1.3891313982169917E-002                  1.6725421988083125E-029                  0.0000000000000000E+000                  0.0000000000000000E+000                                        7                  1.3815516577676394E+001                  4.7970680240739767E-006                  4.7970680240739767E-006                  0.0000000000000000E+000 
                                       5                  3.9999999999905311E+000                  5.9380734291780157E-001                  4.1277078204924926E+000                 -9.3065157450854397E+000                  2.9519516168510189E+000                  7.1006787918108649E-001                  2.7604080683674354E-001                  1.3891313982169917E-002                  1.7147997066116612E-029                  0.0000000000000000E+000                  0.0000000000000000E+000                                        7                  1.3804416980996061E+001                  4.5654990836590466E-006                  4.5654990836590466E-006                  0.0000000000000000E+000 
                                       6                  3.9999999999894373E+000                  5.9379986402431406E-001                  4.1294727787328416E+000                 -9.2960308306584789E+000                  2.9638168451985201E+000                  7.1006787918108649E-001                  2.7604080683674354E-001                  1.3891313982169917E-002                  1.7567038063436028E-029                  0.0000000000000000E+000                  0.0000000000000000E+000                                        7                  1.3793686026748068E+001                  4.4529071872401949E-006                  4.4529071872401949E-006                  0.0000000000000000E+000 
                                       7                  3.9999999999872498E+000                  5.9378526191649517E-001                  4.1317898147976804E+000                 -9.2825451956851222E+000                  2.9791511616232125E+000                  7.1006787918108649E-001                  2.7604080683674354E-001                  1.3891313982169917E-002                  1.8121096526566480E-029                  0.0000000000000000E+000                  0.0000000000000000E+000                                        7                  1.3779895895723966E+001                  4.2335578843048917E-006                  4.2335578843048917E-006                  0.0000000000000000E+000 
                                       8                  3.9999999999850622E+000                  5.9377110485708384E-001                  4.1335002430786307E+000                 -9.2727776487523279E+000                  2.9903081575135739E+000                  7.1006787918108649E-001                  2.7604080683674354E-001                  1.3891313982169917E-002                  1.8533277918036117E-029                  0.0000000000000000E+000                  0.0000000000000000E+000                                        7                  1.3769916024285441E+001                  4.0209727724867170E-006                  4.0209727724867170E-006                  0.0000000000000000E+000 
                                       9                  3.9999999999839684E+000                  5.9376418324700742E-001                  4.1351941020859257E+000                 -9.2632993243961952E+000                  3.0011863800678302E+000                  7.1006787918108649E-001                  2.7604080683674354E-001                  1.3891313982169917E-002                  1.8942215632822009E-029                  0.0000000000000000E+000                  0.0000000000000000E+000                                        7                  1.3760238532433730E+001                  3.9171386714431561E-006                  3.9171386714431561E-006                  0.0000000000000000E+000 
                                      10                  3.9999999999817808E+000                  5.9375063791976113E-001                  4.1374157084082022E+000                 -9.2510676251867281E+000                  3.0152811073211123E+000                  7.1006787918108649E-001                  2.7604080683674354E-001                  1.3891313982169917E-002                  1.9483310617016854E-029                  0.0000000000000000E+000                  0.0000000000000000E+000                                        7                  1.3747759042501221E+001                  3.7139094943925740E-006                  3.7139094943925740E-006                  0.0000000000000000E+000 
                                      11                  3.9999999999795932E+000                  5.9373746755278756E-001                  4.1397548641303885E+000                 -9.2384513072910934E+000                  3.0298933762875961E+000                  7.1006787918108649E-001                  2.7604080683674354E-001                  1.3891313982169917E-002                  2.0057618387520048E-029                  0.0000000000000000E+000                  0.0000000000000000E+000                                        7                  1.3734898104256434E+001                  3.5158770457887424E-006                  3.5158770457887424E-006                  0.0000000000000000E+000 
                                      12                  3.9999999999770934E+000                  5.9372284526948049E-001                  4.1423537914681337E+000                 -9.2247176366610972E+000                  3.0458826593247412E+000                  7.1006787918108649E-001                  2.7604080683674354E-001                  1.3891313982169917E-002                  2.0702050207639720E-029                  0.0000000000000000E+000                  0.0000000000000000E+000                                        7                  1.3720910445024174E+001                  3.2952591532942740E-006                  3.2952591532942740E-006                  0.0000000000000000E+000 
                                      13                  3.9999999999742810E+000                  5.9370690557881933E-001                  4.1443740507379543E+000                 -9.2142016027133611E+000                  3.0581753412378609E+000                  7.1006787918108649E-001                  2.7604080683674354E-001                  1.3891313982169917E-002                  2.1209461495290021E-029                  0.0000000000000000E+000                  0.0000000000000000E+000                                        7                  1.3710208274358401E+001                  3.0536762513335781E-006                  3.0536762513335781E-006                  0.0000000000000000E+000 
                                      14                  3.9999999999728750E+000                  5.9369912576079431E-001                  4.1463688206366580E+000                 -9.2040269046465291E+000                  3.0701304804558340E+000                  7.1006787918108649E-001                  2.7604080683674354E-001                  1.3891313982169917E-002                  2.1712237723145554E-029                  0.0000000000000000E+000                  0.0000000000000000E+000                                        7                  1.3699860825310699E+001                  2.9355225468711708E-006                  2.9355225468711708E-006                  0.0000000000000000E+000 
                                      15                  3.9999999999700622E+000                  5.9368392521414004E-001                  4.1483227297182452E+000                 -9.1941497388169982E+000                  3.0817669267277288E+000                  7.1006787918108649E-001                  2.7604080683674354E-001                  1.3891313982169917E-002                  2.2211709869367745E-029                  0.0000000000000000E+000                  0.0000000000000000E+000                                        7                  1.3689822240690708E+001                  2.7044640834591621E-006                  2.7044640834591621E-006                  0.0000000000000000E+000 
                                      16                  3.9999999999686553E+000                  5.9367649526243160E-001                  4.1496101132491887E+000                 -9.1877324389301762E+000                  3.0893553900754784E+000                  7.1006787918108649E-001                  2.7604080683674354E-001                  1.3891313982169917E-002                  2.2542363569205060E-029                  0.0000000000000000E+000                  0.0000000000000000E+000                                        7                  1.3683303617902137E+001                  2.5915119213667492E-006                  2.5915119213667492E-006                  0.0000000000000000E+000 
                                      17                  3.9999999999672493E+000                  5.9366917391834628E-001                  4.1515186816410514E+000                 -9.1783453003679671E+000                  3.1004958606494415E+000                  7.1006787918108649E-001                  2.7604080683674354E-001                  1.3891313982169917E-002                  2.3034926013893355E-029                  0.0000000000000000E+000                  0.0000000000000000E+000                                        7                  1.3673773264394898E+001                  2.4804931757131955E-006                  2.4804931757131955E-006                  0.0000000000000000E+000 
                                      18                  3.9999999999644369E+000                  5.9365484325964146E-001                  4.1552507014790203E+000                 -9.1603662215886672E+000                  3.1219572407959104E+000                  7.1006787918108649E-001                  2.7604080683674354E-001                  1.3891313982169917E-002                  2.4008573362734391E-029                  0.0000000000000000E+000                  0.0000000000000000E+000                                        7                  1.3655535965543955E+001                  2.2644793959480052E-006                  2.2644793959480052E-006                  0.0000000000000000E+000 
                                      19                  3.9999999999588121E+000                  5.9362734027539998E-001                  4.1588371681116429E+000                 -9.1433031279145425E+000                  3.1424128863970955E+000                  7.1006787918108649E-001                  2.7604080683674354E-001                  1.3891313982169917E-002                  2.4970652288456404E-029                  0.0000000000000000E+000                  0.0000000000000000E+000                                        7                  1.3638245175379893E+001                  1.8548256598908358E-006                  1.8548256598908358E-006                  0.0000000000000000E+000 
                                      20                  3.9999999999559996E+000                  5.9361411673273135E-001                  4.1613052609113481E+000                 -9.1318380208080416E+000                  3.1562526911849966E+000                  7.1006787918108649E-001                  2.7604080683674359E-001                  1.3891313982169917E-002                  2.5638658307192033E-029                  0.0000000000000000E+000                  0.0000000000000000E+000                                        7                  1.3626636581645879E+001                  1.6619433508712334E-006                  1.6619433508712334E-006                  0.0000000000000000E+000 
                                      21                  3.9999999999528746E+000                  5.9359980535294921E-001                  4.1638448886287138E+000                 -9.1202003843579149E+000                  3.1703614433595728E+000                  7.1006787918108649E-001                  2.7604080683674359E-001                  1.3891313982169917E-002                  2.6334994960654113E-029                  0.0000000000000000E+000                  0.0000000000000000E+000                                        7                  1.3614859837248552E+001                  1.4584936962580445E-006                  1.4584936962580445E-006                  0.0000000000000000E+000 
                                      22                  3.9999999999497491E+000                  5.9358587101822002E-001                  4.1663279556138191E+000                 -9.1089764603232677E+000                  3.1840279616069060E+000                  7.1006787918108649E-001                  2.7604080683674359E-001                  1.3891313982169917E-002                  2.7024487416995606E-029                  0.0000000000000000E+000                  0.0000000000000000E+000                                        7                  1.3603507887087691E+001                  1.2656057077137640E-006                  1.2656057077137640E-006                  0.0000000000000000E+000 
                                      23                  3.9999999999466245E+000                  5.9357229089887809E-001                  4.1687565258762396E+000                 -9.0981387233118749E+000                  3.1972791378855954E+000                  7.1006787918108649E-001                  2.7604080683674359E-001                  1.3891313982169917E-002                  2.7707382316427097E-029                  0.0000000000000000E+000                  0.0000000000000000E+000                                        7                  1.3592552126219964E+001                  1.0832420215105310E-006                  1.0832420215105310E-006                  0.0000000000000000E+000 
                                      24                  3.9999999999434994E+000                  5.9355904424802264E-001                  4.1711325618531276E+000                 -9.0876623151698279E+000                  3.2101394833820587E+000                  7.1006787918108649E-001                  2.7604080683674359E-001                  1.3891313982169917E-002                  2.8383908237858377E-029                  0.0000000000000000E+000                  0.0000000000000000E+000                                        7                  1.3581966748460724E+001                  9.1136862950559057E-007                  9.1136862950559057E-007                  0.0000000000000000E+000 
                                      25                  3.9999999999403739E+000                  5.9354611215113739E-001                  4.1746157066833121E+000                 -9.0725974005058809E+000                  3.2287451516203878E+000                  7.1006787918108649E-001                  2.7604080683674359E-001                  1.3891313982169917E-002                  2.9385800784844650E-029                  0.0000000000000000E+000                  0.0000000000000000E+000                                        7                  1.3566754517609176E+001                  7.5111147436701441E-007                  7.5111147436701441E-007                  0.0000000000000000E+000 
                                      26                  3.9999999999341243E+000                  5.9352112648647404E-001                  4.1779636627935739E+000                 -9.0581858186871695E+000                  3.2465903927207433E+000                  7.1006787918108649E-001                  2.7604080683674359E-001                  1.3891313982169917E-002                  3.0377324589848947E-029                  0.0000000000000000E+000                  0.0000000000000000E+000                                        7                  1.3552210039351207E+001                  4.6033164018851265E-007                  4.6033164018851265E-007                  0.0000000000000000E+000 
                                      27                  3.9999999999309992E+000                  5.9350903986452364E-001                  4.1801473590149349E+000                 -9.0489488293527511E+000                  3.2580937096469080E+000                  7.1006787918108649E-001                  2.7604080683674359E-001                  1.3891313982169917E-002                  3.1030357378431631E-029                  0.0000000000000000E+000                  0.0000000000000000E+000                                        7                  1.3542892320543537E+001                  3.2975763911698538E-007                  3.2975763911565427E-007                  1.3310997471525447E-018 
                                      28                  3.9999999999278741E+000                  5.9349720662027694E-001                  4.1822870999116626E+000                 -9.0399787095113346E+000                  3.2693013856030109E+000                  7.1006787918108649E-001                  2.7604080683674359E-001                  1.3891313982169917E-002                  3.1677956535426801E-029                  0.0000000000000000E+000                  0.0000000000000000E+000                                        7                  1.3533845686295484E+001                  2.1086260121833164E-007                  2.1086260121285560E-007                  5.4760459887906346E-018 
                                      29                  3.9999999999247491E+000                  5.9348561434068559E-001                  4.1854291927057892E+000                 -9.0270089034273546E+000                  3.2855902762025879E+000                  7.1006787918105785E-001                  2.7604080683677179E-001                  1.3891313982170361E-002                  3.2638286274440829E-029                  0.0000000000000000E+000                  0.0000000000000000E+000                                        1                  8.3367253941387478E+000                  1.0320274175474451E-007                  1.0320274174601130E-007                  8.7332199916203390E-018 
