                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                             co_core_mass                             fe_core_mass                   neutron_rich_core_mass                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                     msun                                     rsun                                     lsun 
                                     291                                      940                  4.0000000000000000E+000                  1.4000000000000005E-002                  1.9186298244379893E+008                  1.3773597455193554E+004                  1.2264233665615327E+004                  6.9044269395784011E+002                  5.8201763964184909E+000                 -4.0183618065197626E+000                  8.7130453152584237E-004                  1.0242157131522669E-014                  9.8557683492644332E-001                  1.2645512484435554E-004                  8.4686710177465790E-003                  1.8074599554536883E-004                  1.1947646703769582E-003                  4.0000000000000000E+000                  0.0000000000000000E+000                  2.1514674097069908E+000                  2.7758534446065532E-004                  1.7928124383034987E+000                  4.9608502730475595E-003                  1.4638798336336868E-002                  1.6567124592799024E-002                  4.8198176823874847E-003                  6.5778208689196838E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  7.0263743076649786E+004                  9.3764211351575330E+004                  5.7933844980974607E+007                  6.0861395028798609E+002                  6.0861180484058787E+002                  4.8125447817896300E-023                  4.1356119274570503E+001                  5.0000000000000000E+001                  1.0000000000000000E+003                  6.0547352547684290E+015                               "r23.05.1"                               "gfortran"                                 "12.1.0"                    "x86_64-linux-22.6.1"                                 "CRMATH"                               "20230811"                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                       pp                                      cno                                tri_alpha 
                                       1                  4.0000000000000000E+000                  7.6493614733549986E-001                  4.0892793104031346E+000                 -9.6062692517296249E+000                  2.6329148903056994E+000                  7.1008198526941690E-001                  2.7602672486950958E-001                  1.3891289861073464E-002                  1.9179808075668668E-018                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       2                  3.9999999999970002E+000                  7.6492360393679515E-001                  4.0912861680365227E+000                 -9.5926420449660235E+000                  2.6476258523301639E+000                  7.1008198526941690E-001                  2.7602672486950958E-001                  1.3891289861073464E-002                  1.9791179306633398E-018                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       3                  3.9999999999905316E+000                  7.6489738921402073E-001                  4.0933261216090537E+000                 -9.5791596360197584E+000                  2.6622738610799912E+000                  7.1008198526941690E-001                  2.7602672486950958E-001                  1.3891289861073464E-002                  2.0415230754913630E-018                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       4                  3.9999999999872502E+000                  7.6488449661500568E-001                  4.0953664916636168E+000                 -9.5660873334197429E+000                  2.6765795968538000E+000                  7.1008198526941702E-001                  2.7602672486950958E-001                  1.3891289861073464E-002                  2.1039082819080865E-018                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       5                  3.9999999999806879E+000                  7.6485947271229726E-001                  4.0974405515556036E+000                 -9.5531077910330531E+000                  2.6908648410392546E+000                  7.1008198526941690E-001                  2.7602672486950958E-001                  1.3891289861073464E-002                  2.1677368215217541E-018                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       6                  3.9999999999770943E+000                  7.6484617087795070E-001                  4.0990199614970431E+000                 -9.5434610791656223E+000                  2.7015436819935479E+000                  7.1008198526941690E-001                  2.7602672486950958E-001                  1.3891289861073464E-002                  2.2164269590150952E-018                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       7                  3.9999999999728755E+000                  7.6483089720051101E-001                  4.1015480112727589E+000                 -9.5284111610896502E+000                  2.7183071190894541E+000                  7.1008198526941690E-001                  2.7602672486950963E-001                  1.3891289861073464E-002                  2.2945820462559181E-018                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       8                  3.9999999999644378E+000                  7.6480138572870326E-001                  4.1042978431260826E+000                 -9.5124374619566794E+000                  2.7362091412048635E+000                  7.1008198526941690E-001                  2.7602672486950963E-001                  1.3891289861073464E-002                  2.3805513804645993E-018                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       9                  3.9999999999588129E+000                  7.6478241872935326E-001                  4.1059224068652203E+000                 -9.5032101994027478E+000                  2.7466083184320462E+000                  7.1008198526941690E-001                  2.7602672486950958E-001                  1.3891289861073464E-002                  2.4316719202203367E-018                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      10                  3.9999999999560001E+000                  7.6477313368998734E-001                  4.1076512343473617E+000                 -9.4935866116994152E+000                  2.7575081509712587E+000                  7.1008198526941690E-001                  2.7602672486950958E-001                  1.3891289861073464E-002                  2.4861580481666116E-018                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      11                  3.9999999999497504E+000                  7.6475295040511138E-001                  4.1105796856883030E+000                 -9.4776238835503275E+000                  2.7756848083495287E+000                  7.1008198526941690E-001                  2.7602672486950958E-001                  1.3891289861073464E-002                  2.5792399201333344E-018                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      12                  3.9999999999403753E+000                  7.6472376307052869E-001                  4.1140028744470207E+000                 -9.4594249740236656E+000                  2.7965433702787705E+000                  7.1008198526941690E-001                  2.7602672486950958E-001                  1.3891289861073464E-002                  2.6896203190333565E-018                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      13                  3.9999999999310001E+000                  7.6469576801709949E-001                  4.1167812379127238E+000                 -9.4449826539862300E+000                  2.8131956919910683E+000                  7.1008198526941690E-001                  2.7602672486950958E-001                  1.3891289861073464E-002                  2.7805682555183164E-018                  0.0000000000000000E+000                  0.0000000000000000E+000 
