                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                             co_core_mass                             fe_core_mass                   neutron_rich_core_mass                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                     msun                                     rsun                                     lsun 
                                     291                                      946                  4.0000000000000000E+000                  1.4000000000000005E-002                  2.0497665923421466E+008                  1.3403409547905965E+004                  1.1715562279669310E+004                  8.0391665118910794E+002                  6.8822809700326193E+000                 -4.0890957005962063E+000                  8.4414956412436992E-004                  8.6679700998815970E-015                  9.8560482983689079E-001                  1.2881643947416967E-004                  8.4675908191020853E-003                  1.7793410042503662E-004                  1.1944915033010560E-003                  4.0000000000000000E+000                  0.0000000000000000E+000                  2.0584848450076523E+000                  2.7346032545178922E-004                  1.8858973427178216E+000                  4.9246589978722789E-003                  1.5410345723664592E-002                  1.5734383102299229E-002                  4.8178882549267006E-003                  7.6758593608208103E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.0349480318950664E+004                  6.8101623914419688E+004                  4.9756401911608957E+007                  7.1629870027514789E+002                  7.1629594282034282E+002                  1.0043892037504788E-022                  4.8701710351122095E+001                  5.0000000000000000E+001                  1.0000000000000000E+003                  6.4685714214496530E+015                               "r23.05.1"                               "gfortran"                                 "12.1.0"                    "x86_64-linux-22.6.1"                                 "CRMATH"                               "20230811"                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                       pp                                      cno                                tri_alpha 
                                       1                  4.0000000000000000E+000                  8.3773239877661354E-001                  4.0692035774656636E+000                 -9.7194635649118872E+000                  2.5059623374038580E+000                  7.1008198527318822E-001                  2.7602672486573865E-001                  1.3891289861073131E-002                  1.4779111430122103E-018                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       2                  3.9999999999970002E+000                  8.3772255375353910E-001                  4.0704297285240587E+000                 -9.7110936322054258E+000                  2.5149360397517837E+000                  7.1008198527318811E-001                  2.7602672486573870E-001                  1.3891289861073242E-002                  1.5066707913465777E-018                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       3                  3.9999999999916258E+000                  8.3770524982381189E-001                  4.0720066378329589E+000                 -9.7005608700026063E+000                  2.5262879284296718E+000                  7.1008198527318822E-001                  2.7602672486573859E-001                  1.3891289861073242E-002                  1.5436586633590657E-018                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       4                  3.9999999999861564E+000                  8.3768806388278882E-001                  4.0741020046950585E+000                 -9.6869557242473743E+000                  2.5410515880220363E+000                  7.1008198527318822E-001                  2.7602672486573865E-001                  1.3891289861073131E-002                  1.5927829869213205E-018                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       5                  3.9999999999770934E+000                  8.3766045840251235E-001                  4.0771894087577865E+000                 -9.6676102548477623E+000                  2.5622276084342306E+000                  7.1008198527318811E-001                  2.7602672486573865E-001                  1.3891289861073242E-002                  1.6653378381146058E-018                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       6                  3.9999999999644378E+000                  8.3762357732570802E-001                  4.0797369828212187E+000                 -9.6521448814041957E+000                  2.5792907286645126E+000                  7.1008198527318822E-001                  2.7602672486573865E-001                  1.3891289861073131E-002                  1.7257105144336236E-018                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       7                  3.9999999999588129E+000                  8.3760775629566953E-001                  4.0813300627904789E+000                 -9.6427291332857390E+000                  2.5897481537338027E+000                  7.1008198527318822E-001                  2.7602672486573865E-001                  1.3891289861073131E-002                  1.7635339729934897E-018                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       8                  3.9999999999528755E+000                  8.3759141267214332E-001                  4.0834152541703856E+000                 -9.6306602311569165E+000                  2.6032226214523075E+000                  7.1008198527318822E-001                  2.7602672486573865E-001                  1.3891289861073131E-002                  1.8132300608191498E-018                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       9                  3.9999999999435003E+000                  8.3756631061755671E-001                  4.0859237294551312E+000                 -9.6164487188207488E+000                  2.6191757693365347E+000                  7.1008198527318822E-001                  2.7602672486573865E-001                  1.3891289861073131E-002                  1.8735471861169320E-018                  0.0000000000000000E+000                  0.0000000000000000E+000 
